"SMILES","CASRN","EXTERNALID","N","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","logBB","UNIT {logBB}","logBB {measured, converted}","UNIT {logBB}","Tissue","Dataset","Species","VOC","Drug_Class","DataSetName","comment (chemical)"
"C1=C2C(=C(C=C1)Cl)C(N(CC=3N2C=NC3C=4N=C(ON4)C(O)(C)C)C)=O","-","-","B12","-","A3557","14632466","2144","2","-1.34","Log unit","-3.085","ln unit","","Test","","","","",""
"C1=C2C(=C(C=C1)Cl)C(N(CC=3N2C=NC3C=4N=C(ON4)C(O)(CO)C)C)=O","-","-","B13","-","A3557","14632466","2144","2","-1.82","Log unit","-4.191","ln unit","","Test","","","","",""
"C1=C2C(=CC=C1)C(C3=C(CC2)C=CC=C3)=CCCN(C)C","-","-","B14","-","A3557","14632466","2144","2","0.89","Log unit","2.049","ln unit","","Test","","","","",""
"CC(Cl)(Cl)Cl","-","-","1","1,1,1-Trichloroethane","A3560","16426064","293","3","0.4","Log unit","0.921","ln unit","","Test","","","","",""
"C(F)(F)(F)CCl","-","-","2","1,1,1-TRIFLUORO-2-CHLOROETHANE","A3560","16426064","293","3","0.08","Log unit","0.1842","ln unit","","Test","","","","",""
"N1CCCC=2C=CC=CC12","-","-","3","1,2,3,4-tetrahydroquinoline","A3560","16426064","293","3","0.65","Log unit","1.497","ln unit","","Train","","","","",""
"OCC1=NC=C2CN=C(C3=C(N12)C=CC(Cl)=C3)C4=C(F)C=CC=C4","-","-","4","1-hydroxymidazolam","A3560","16426064","293","3","-0.07","Log unit","-0.1612","ln unit","","Train","","","","",""
"C(CC)O","-","-","5","1-Propanol","A3560","16426064","293","3","-0.16","Log unit","-0.3684","ln unit","","Train","","","","",""
"CC(C)(C)CC","-","-","6","2,2-Dimethylbutane","A3560","16426064","293","3","1.04","Log unit","2.395","ln unit","","Test","","","","",""
"CC(C)CCC","-","-","7","2-methylpentane","A3560","16426064","293","3","0.97","Log unit","2.234","ln unit","","Test","","","","",""
"C(C(C)C)O","-","-","8","2-methylpropanol","A3560","16426064","293","3","-0.17","Log unit","-0.3914","ln unit","","Train","","","","",""
"CC(C)O","-","-","9","2-Propanol","A3560","16426064","293","3","-0.15","Log unit","-0.3454","ln unit","","Test","","","","",""
"CCC(C)CCC","-","-","10","3-Methylhexane","A3560","16426064","293","3","0.9","Log unit","2.072","ln unit","","Test","","","","",""
"CCC(C)CC","-","-","11","3-Methylpentane","A3560","16426064","293","3","1.01","Log unit","2.326","ln unit","","Test","","","","",""
"N12C3=C(C(C4=CC=CC=C4)=NC(O)C1=NN=C2C)C=C(Cl)C=C3","-","-","12","4-Hydroxyalprazolam","A3560","16426064","293","3","-1.48","Log unit","-3.408","ln unit","","Train","","","","",""
"N12C3=C(C(C4=C(F)C=CC=C4)=NC(O)C1=CN=C2C)C=C(Cl)C=C3","-","-","13","4-hydroxymidazolam","A3560","16426064","293","3","-0.3","Log unit","-0.6908","ln unit","","Train","","","","",""
"C1CCN2C(C1O)=NC(C)=C(CCN3CCC(C4=NOC5=C4C=CC(F)=C5)CC3)C2=O","-","-","14","9-Hydroxy risperidone","A3560","16426064","293","3","-0.67","Log unit","-1.543","ln unit","","Test","","","","",""
"C1=C(NC(C)=O)C=CC(O)=C1","-","-","15","Acetaminophen","A3560","16426064","293","3","-0.31","Log unit","-0.7138","ln unit","","Train","","","","",""
"C(=O)(O)C=1C(OC(=O)C)=CC=CC1","-","-","16","Acetylsalicylic acid","A3560","16426064","293","3","-0.5","Log unit","-1.151","ln unit","","Train","","","","",""
"C1(CO)=CC(C(O)CNC(C)(C)C)=CC=C1O","-","-","17","albuterol","A3560","16426064","293","3","-1.03","Log unit","-2.372","ln unit","","Test","","","","",""
"C1=2C(C(C3=CC=CC=C3)=NCC=4N1C(C)=NN4)=CC(Cl)=CC2","-","-","18","Alprazolam","A3560","16426064","293","3","0.044","Log unit","0.1013","ln unit","","Train","","","","",""
"C1(=O)C(N(C)C)=C(C)N(C)N1C2=CC=CC=C2","-","-","19","Aminopyrine","A3560","16426064","293","3","0.0","Log unit","0.0","ln unit","","Train","","","","",""
"C1(C2=C(CCC3=C1C=CC=C3)C=CC=C2)=CCCN(C)C","-","-","20","Amitriptyline","A3560","16426064","293","3","0.886","Log unit","2.04","ln unit","","Train","","","","",""
"C1(CCC(C)C)(CC)C(=O)NC(=O)NC1=O","-","-","21","amobarbital","A3560","16426064","293","3","0.04","Log unit","0.0921","ln unit","","Train","","","","",""
"C1=CC=CC(=C1)CC(C)N","-","-","22","Amphetamine","A3560","16426064","293","3","0.93","Log unit","2.141","ln unit","","Train","","","","",""
"C1=CC(N2C(=O)C=C(C)N2C)=CC=C1","-","-","23","Antipyrine","A3560","16426064","293","3","-0.097","Log unit","-0.2234","ln unit","","Train","","","","",""
"[Ar]","-","-","24","Argon","A3560","16426064","293","3","0.03","Log unit","0.06908","ln unit","","Train","","","","",""
"C1=C(OCC(O)CNC(C)C)C=CC(CC(N)=O)=C1","-","-","25","atenolol","A3560","16426064","293","3","-0.87","Log unit","-2.003","ln unit","","Train","","","","",""
"C1CC2N(C)C1CC(OC(=O)C(CO)C3=CC=CC=C3)C2","-","-","26","Atropine","A3560","16426064","293","3","-0.06","Log unit","-0.1382","ln unit","","Test","","","","",""
"C1=C(N(C)C)N=CC=C1C2=NNC(N)=N2","-","-","27","BBCPD10","A3560","16426064","293","3","-1.17","Log unit","-2.694","ln unit","","Train","","","","",""
"C1=CC=C(Br)C(CSCCNC2=C(N(=O)=O)C=CN2)=N1","-","-","28","BBcpd12 (cimetidine derivative )","A3560","16426064","293","3","-0.67","Log unit","-1.543","ln unit","","Test","","","","",""
"C1=CC=CC(CSCCNC2=C(N(=O)=O)C=CN2)=N1","-","-","29","BBcpd13 (cimetidine derivative )","A3560","16426064","293","3","-0.66","Log unit","-1.52","ln unit","","Test","","","","",""
"C1=CC=CC(CSCCNC2=C(N(=O)=O)C(CC3=CC=CC=C3)=CN2)=N1","-","-","30","BBcpd14 (cimetidine derivative )","A3560","16426064","293","3","-0.12","Log unit","-0.2763","ln unit","","Train","","","","",""
"C1=CC=CC(C2=CSC(N=C(N)N)=N2)=C1","-","-","31","BBcpd15 (guanidinothiazole der. )","A3560","16426064","293","3","-0.18","Log unit","-0.4145","ln unit","","Train","","","","",""
"C1(NC(=O)C)=CC=CC(C2=CSC(N=C(N)N)=N2)=C1","-","-","32","BBcpd16 (guanidinothiazole der.)","A3560","16426064","293","3","-1.57","Log unit","-3.615","ln unit","","Train","","","","",""
"CN(CC1=CC=C(SCCNC2=C(C=CN2)N(=O)=O)O1)C","-","-","33","BBCPD17","A3560","16426064","293","3","-1.12","Log unit","-2.579","ln unit","","Test","","","","",""
"C1=C(NC=2NC=CC2N(=O)=O)C=CC=C1C3=CC=C(N(C)C)O3","-","-","34","BBcpd18 (ranitidine analog)","A3560","16426064","293","3","-0.27","Log unit","-0.6217","ln unit","","Test","","","","",""
"C1=CC(CN(C)C)=CC(C2=CC=CC(NC3NC=CC3N(=O)=O)=C2)=N1","-","-","35","BBcpd19 (ranitidine analog)","A3560","16426064","293","3","-0.28","Log unit","-0.6447","ln unit","","Train","","","","",""
"C1=CC=C(OCCCNC(=O)C=2C=CC=CC2)C=C1CN3CCCCC3","-","-","36","BBcpd21 (ranitidine analog)","A3560","16426064","293","3","-0.24","Log unit","-0.5526","ln unit","","Train","","","","",""
"C1=CC=C(OCCCO)C=C1CN2CCCCC2","-","-","37","BBcpd22 (ranitidine analog)","A3560","16426064","293","3","-0.02","Log unit","-0.04605","ln unit","","Train","","","","",""
"C1=CC=C(OCCCNC=2C=CC=CN2)C=C1CN3CCCCC3","-","-","38","BBcpd23 (ranitidine analog)","A3560","16426064","293","3","0.69","Log unit","1.589","ln unit","","Train","","","","",""
"C1=CC=C(OCCCNC2=NC=CS2)C=C1CN3CCCCC3","-","-","39","BBcpd24 (ranitidine analog)","A3560","16426064","293","3","0.44","Log unit","1.013","ln unit","","Train","","","","",""
"C=1C=CC2=C(C1)OC(NCCCOC=3C=CC=C(CN4CCCCC4)C3)=N2","-","-","40","BBcpd26 (ranitidine analog)","A3560","16426064","293","3","0.22","Log unit","0.5066","ln unit","","Test","","","","",""
"C1(N)=CC=CC(C2=CSC(N=C(N)N)=N2)=C1","-","-","41","BBcpd57 (guanidinothiazole der. )","A3560","16426064","293","3","-1.15","Log unit","-2.648","ln unit","","Test","","","","",""
"C1(NC(NC)=NC#N)=CC=CC(C2=CSC(N=C(N)N)=N2)=C1","-","-","42","BBcpd58 (guanidinothiazole der.)","A3560","16426064","293","3","-1.54","Log unit","-3.546","ln unit","","Test","","","","",""
"CN(CC1=CC=C(SCCNC2=C(C(CC3=CC=CC=C3)=CN2)N(=O)=O)O1)C","-","-","43","BBcpd60 (ranitidine analog)","A3560","16426064","293","3","-0.73","Log unit","-1.681","ln unit","","Train","","","","",""
"N(C(NCCCl)=O)(CCCl)N=O","-","-","44","BCNU","A3560","16426064","293","3","-0.52","Log unit","-1.197","ln unit","","Train","","","","",""
"C=1C=CC=CC1","-","-","45","Benzene","A3560","16426064","293","3","0.37","Log unit","0.852","ln unit","","Train","","","","",""
"C1C=2N(C3=C(C(=O)N1C)C(Cl)=CC=C3)C=NC2C=4N=C(C(C)(CO)CO)ON4","-","-","46","Bishydroxy L-663,581 metabolite","A3560","16426064","293","3","-1.82","Log unit","-4.191","ln unit","","Train","","","","",""
"C1C=2C3=C(C=CC=C3NC2Br)C=4C1N(C)CC(C(=O)NC5(C(C)C)C(=O)N6C(O)(O5)C7N(C(=O)C6CC(C)C)CCC7)C4","-","-","47","Bromocriptine","A3560","16426064","293","3","-1.1","Log unit","-2.533","ln unit","","Test","","","","",""
"O=C(C=1C=CC(F)=CC1)CCCN2CCC(C=3C=CC(Br)=CC3)(O)CC2","-","-","48","Bromperidol","A3560","16426064","293","3","1.38","Log unit","3.178","ln unit","","Train","","","","",""
"C1C(=O)N(CCCCN2CCN(C3=NC=CC=N3)CC2)C(=O)CC14CCCC4","-","-","49","Buspirone","A3560","16426064","293","3","0.48","Log unit","1.105","ln unit","","Train","","","","",""
"CC(=O)CC","-","-","50","Butanone","A3560","16426064","293","3","-0.08","Log unit","-0.1842","ln unit","","Test","","","","",""
"N1(C)C(=O)N(C)C2=C(C1=O)N(C)C=N2","-","-","51","Caffeine","A3560","16426064","293","3","-0.055","Log unit","-0.1266","ln unit","","Test","","","","",""
"C=12N(C(N)=O)C3=C(C=CC1C=CC=C2)C=CC=C3","-","-","52","carbamazepine","A3560","16426064","293","3","-0.14","Log unit","-0.3224","ln unit","","Train","","","","",""
"N1(C(=O)N)C2=C(C3C(C4=C1C=CC=C4)O3)C=CC=C2","-","-","53","carbamazepine-10,11-epoxide","A3560","16426064","293","3","-0.35","Log unit","-0.8059","ln unit","","Test","","","","",""
"C(=S)=S","-","-","54","Carbon disulphide (CS2)","A3560","16426064","293","3","0.6","Log unit","1.382","ln unit","","Train","","","","",""
"C1(OC)(NC(=O)C2SC(=C(C(=O)N)C(=O)O)S2)C(=O)N3C1SCC(CSC=4N(C)N=NN4)=C3C(=O)O","-","-","55","Cefotetan","A3560","16426064","293","3","-1.89","Log unit","-4.352","ln unit","","Train","","","","",""
"C(C(F)(F)F)OC=C","-","-","57","CF3CH2OCH=CH2","A3560","16426064","293","3","0.13","Log unit","0.2993","ln unit","","Test","","","","",""
"C1=CC=C2C(=C1)N(C3=C(S2)C=CC(=C3)Cl)CCCN(C)C","-","-","58","Chlorpromazine","A3560","16426064","293","3","1.06","Log unit","2.441","ln unit","","Train","","","","",""
"N(C#N)=C(NCCSCC=1N=CNC1C)NC","-","-","59","Cimetidine","A3560","16426064","293","3","-1.42","Log unit","-3.27","ln unit","","Train","","","","",""
"C12=C(N(C3=CC=CC=C3)C(=O)CC(=O)N1C)C=C(Cl)C=C2","-","-","60","Clobazam","A3560","16426064","293","3","0.35","Log unit","0.8059","ln unit","","Train","","","","",""
"C1CNC(=NC2=C(Cl)C=CC=C2Cl)N1","-","-","61","Clonidine","A3560","16426064","293","3","0.11","Log unit","0.2533","ln unit","","Test","","","","",""
"C1(OC)=C2C3=C(C=C1)CC4C5C3(C(C(O)C=C5)O2)CCN4C","-","-","62","Codeine","A3560","16426064","293","3","0.55","Log unit","1.266","ln unit","","Test","","","","",""
"C1CCCCC1","-","-","63","Cyclohexane","A3560","16426064","293","3","0.92","Log unit","2.118","ln unit","","Train","","","","",""
"C1CC1","-","-","64","Cyclopropane","A3560","16426064","293","3","0.0","Log unit","0.0","ln unit","","Train","","","","",""
"FC(F)(F)C(F)OC(F)F","-","-","65","Desflurane","A3560","16426064","293","3","0.11","Log unit","0.2533","ln unit","","Train","","","","",""
"N1(C2=C(CCC3=C1C=CC=C3)C=CC=C2)CCCNC","-","-","66","Desipramine","A3560","16426064","293","3","1.2","Log unit","2.763","ln unit","","Test","","","","",""
"N1(C2=CC=CC=C2)C(=O)CC(=O)NC3=C1C=C(Cl)C=C3","-","-","67","Desmethylclobazam","A3560","16426064","293","3","0.36","Log unit","0.8289","ln unit","","Train","","","","",""
"N1(C2=C(CCC3=C1C=CC=C3)C=CC=C2)CCCN","-","-","68","Desmethyldesipramine","A3560","16426064","293","3","1.06","Log unit","2.441","ln unit","","Train","","","","",""
"C=12C(C=3C=CC=CC3)=NCC(=O)NC1C=CC(Cl)=C2","-","-","69","Desmethyldiazepam","A3560","16426064","293","3","0.5","Log unit","1.151","ln unit","","Train","","","","",""
"N1(C2=C(SC3=C1C=CC=C3)C=CC=C2)CCCNC","-","-","70","Desmonomethylpromazine","A3560","16426064","293","3","0.59","Log unit","1.359","ln unit","","Test","","","","",""
"C12=C(C(C3=CC=CC=C3)=NCC(=O)N1C)C=C(Cl)C=C2","-","-","71","Diazepam","A3560","16426064","293","3","0.52","Log unit","1.197","ln unit","","Test","","","","",""
"ClCCl","-","-","72","Dichloromethane","A3560","16426064","293","3","-0.11","Log unit","-0.2533","ln unit","","Test","","","","",""
"N1(C2OC(CO)CC2)C3=C(N=C1)C(=O)NC=N3","-","-","73","Didanosine","A3560","16426064","293","3","-1.3","Log unit","-2.993","ln unit","","Train","","","","",""
"O(CC)CC","-","-","74","Diethyl ether","A3560","16426064","293","3","0.0","Log unit","0.0","ln unit","","Test","","","","",""
"O(C=C)C=C","-","-","75","Divinyl ether","A3560","16426064","294","3","0.11","Log unit","0.2533","ln unit","","Train","","","","",""
"C(F)(F)(OC(F)F)C(Cl)F","-","-","76","Enflurane","A3560","16426064","294","3","0.24","Log unit","0.5526","ln unit","","Train","","","","",""
"CCO","-","-","77","Ethanol","A3560","16426064","294","3","-0.16","Log unit","-0.3684","ln unit","","Train","","","","",""
"C=1(CC)C=CC=CC1","-","-","78","ethylbenzene","A3560","16426064","294","3","0.197","Log unit","0.4536","ln unit","","Test","","","","",""
"C12=C(C=C3C(=C1)C(OC4C(O)C(O)C5C(O4)COC(C)O5)C6C(C3C7=CC(OC)=C(O)C(OC)=C7)C(=O)OC6)OCO2","-","-","79","Etoposide","A3560","16426064","294","3","-2.0","Log unit","-4.605","ln unit","","Test","","","","",""
"C=12C(C3=C(F)C=CC=C3)=NCC(=O)N(C)C1C=CC(N(=O)=O)=C2","-","-","80","Flunitrazepam","A3560","16426064","294","3","0.06","Log unit","0.1382","ln unit","","Train","","","","",""
"C1=CC=C2C(=C1)N(CCCN3CCN(CCO)CC3)C4=C(S2)C=CC(C(F)(F)F)=C4","-","-","81","Fluphenazine","A3560","16426064","294","3","1.51","Log unit","3.477","ln unit","","Train","","","","",""
"C=1(C(=O)O)C(O)=CC=C(O)C1","-","-","82","gentisic acid","A3560","16426064","294","3","0.08","Log unit","0.1842","ln unit","","Test","","","","",""
"C1(C(=O)CCCN2CCC(O)(C3=CC=C(Cl)C=C3)CC2)=CC=C(F)C=C1","-","-","83","Haloperidol","A3560","16426064","294","3","1.34","Log unit","3.085","ln unit","","Train","","","","",""
"C(F)(F)(F)C(Cl)Br","-","-","84","Halothane","A3560","16426064","294","3","0.35","Log unit","0.8059","ln unit","","Test","","","","",""
"CCCCCCC","-","-","85","Heptane","A3560","16426064","294","3","0.81","Log unit","1.865","ln unit","","Train","","","","",""
"CCCCCC","-","-","86","Hexane","A3560","16426064","294","3","0.8","Log unit","1.842","ln unit","","Train","","","","",""
"N1(C)C(=O)C(C)(C2=CCCCC2)C(=O)NC1=O","-","-","87","Hexobarbital","A3560","16426064","294","3","0.1","Log unit","0.2303","ln unit","","Train","","","","",""
"C1(C(N2CCN(CCOCCO)CC2)C3=CC=CC=C3)=CC=C(Cl)C=C1","-","-","88","Hydroxyzine","A3560","16426064","294","3","0.39","Log unit","0.898","ln unit","","Test","","","","",""
"C1=C(CC(C)C)C=CC(C(C)C(=O)O)=C1","-","-","89","Ibuprofen","A3560","16426064","294","3","-0.18","Log unit","-0.4145","ln unit","","Train","","","","",""
"C1(C)=CN=C(N=C(N)N)S1","-","-","90","ICI 17148","A3560","16426064","294","3","-0.04","Log unit","-0.0921","ln unit","","Train","","","","",""
"C=1C=NC(CCCCNC2=NC(=O)C(CC=3C=CC(C)=NC3)=CN2)=C(OC)C1","-","-","91","icotidine","A3560","16426064","294","3","-2.0","Log unit","-4.605","ln unit","","Train","","","","",""
"C12=C(N(CCCN(C)C)C3=C(CC1)C=CC=C3)C=CC=C2","-","-","92","Imipramine","A3560","16426064","294","3","1.06","Log unit","2.441","ln unit","","Train","","","","",""
"C=1C=CC=C2C1CC(O)C2NC(=O)C(CC=3C=CC=CC3)CC(O)CN4C(C(=O)NC(C)(C)C)CN(CC=5C=NC=CC5)CC4","-","-","93","Indinavir","A3560","16426064","294","3","-0.745","Log unit","-1.715","ln unit","","Train","","","","",""
"C12=C(C=C(OC)C=C1)C(CC(=O)O)=C(C)N2C(=O)C3=CC=C(Cl)C=C3","-","-","94","Indomethacin","A3560","16426064","294","3","-1.26","Log unit","-2.901","ln unit","","Train","","","","",""
"C(F)(F)(F)C(Cl)OC(F)F","-","-","95","Isoflurane","A3560","16426064","294","3","0.42","Log unit","0.9671","ln unit","","Train","","","","",""
"[Kr]","-","-","96","Krypton","A3560","16426064","294","3","-0.16","Log unit","-0.3684","ln unit","","Train","","","","",""
"C1C=2N(C3=C(C(=O)N1C)C(Cl)=CC=C3)C=NC2C4=NOC(C(C)C)=N4","-","-","97","L-663,581","A3560","16426064","294","3","-0.3","Log unit","-0.6908","ln unit","","Train","","","","",""
"C1(O)=C(O)C=CC(CC(N)C(O)=O)=C1","-","-","98","levodopa","A3560","16426064","294","3","-0.77","Log unit","-1.773","ln unit","","Train","","","","",""
"C123C=4C(CC(C1CCCC2)N(C)CC3)=CC=C(O)C4","-","-","99","LEVORPHANOL","A3560","16426064","294","3","0.0","Log unit","0.0","ln unit","","Train","","","","",""
"N1(C)C(=O)C2=C(N3C(C1)=C(C=4N=C(C(C)(O)CO)ON4)N=C3)C=CC=C2Cl","-","-","100","-","A3560","16426064","294","3","-1.82","Log unit","-4.191","ln unit","","Train","","","","",""
"C(F)(F)(F)CC(Br)Cl","-","-","101","Lin_train_45","A3560","16426064","294","3","0.35","Log unit","0.8059","ln unit","","Test","","","","",""
"C(F)(F)(F)CC(Br)F","-","-","102","Lin_train_55","A3560","16426064","294","3","0.27","Log unit","0.6217","ln unit","","Train","","","","",""
"CC=1C=CC(=CN1)CC2=CNC(=NC2=O)NCCSCC3=CC=C(CN(C)C)O3","-","-","103","Lupitidine","A3560","16426064","294","3","-1.06","Log unit","-2.441","ln unit","","Train","","","","",""
"N(C1=NC=CC=C1)(CC=2C=CC(OC)=CC2)CCN(C)C","-","-","104","Mepyramine","A3560","16426064","294","3","0.49","Log unit","1.128","ln unit","","Train","","","","",""
"N1(CCC2N(C)CCCC2)C=3C=C(S(=O)C)C=CC3SC4=C1C=CC=C4","-","-","105","Mesoridazine","A3560","16426064","294","3","-0.36","Log unit","-0.8289","ln unit","","Train","","","","",""
"C(C=1C=CC=CC1)C(C)NC","-","-","106","methamphetamine","A3560","16426064","294","3","0.99","Log unit","2.28","ln unit","","Test","","","","",""
"C","-","-","107","Methane","A3560","16426064","294","3","0.04","Log unit","0.0921","ln unit","","Train","","","","",""
"C1(=O)C(C(C)C#CCC)(CC=C)C(=O)NC(=O)N1C","-","-","108","Methohexital","A3560","16426064","294","3","-0.06","Log unit","-0.1382","ln unit","","Train","","","","",""
"N1=C(N)C2=C(N=C1N)N=CC(CN(C)C3=CC=C(C(=O)NC(C(=O)O)CCC(=O)O)C=C3)=N2","-","-","109","Methotrexate","A3560","16426064","294","3","-1.52","Log unit","-3.5","ln unit","","Train","","","","",""
"C(F)(F)(C(Cl)Cl)OC","-","-","110","Methoxyflurane","A3560","16426064","294","3","0.25","Log unit","0.5756","ln unit","","Train","","","","",""
"CC1CCCC1","-","-","111","Methylcyclopentane","A3560","16426064","294","3","0.93","Log unit","2.141","ln unit","","Test","","","","",""
"C1=CC=C2C(=C1)C3N(C4=C(C2)C=CC=C4)CCN(C)C3","-","-","112","Mianserin","A3560","16426064","294","3","0.99","Log unit","2.28","ln unit","","Train","","","","",""
"N12C3=C(C(C4=C(F)C=CC=C4)=NCC1=CN=C2C)C=C(Cl)C=C3","-","-","113","Midazolam","A3560","16426064","294","3","0.36","Log unit","0.8289","ln unit","","Train","","","","",""
"C12=C(CC3=C(C4N1CCN(C)C4)C=CC=C3)C=CC=N2","-","-","114","Mirtazapine","A3560","16426064","294","3","0.53","Log unit","1.22","ln unit","","Train","","","","",""
"C1C=2N(C3=C(C(=O)N1C)C(Cl)=CC=C3)C=NC2C=4N=C(C(C)(C)O)ON4","-","-","115","Monohydroxy L-663,581 metabolite","A3560","16426064","294","3","-1.34","Log unit","-3.085","ln unit","","Train","","","","",""
"C1=CC(O)=C2OC3C45C2=C1CC(C4C=CC3O)N(C)CC5","-","-","116","Morphine","A3560","16426064","294","3","-0.16","Log unit","-0.3684","ln unit","","Train","","","","",""
"CC=1C=C(C)C=CC1","-","-","117","m-xylene","A3560","16426064","294","3","0.295","Log unit","0.6793","ln unit","","Train","","","","",""
"N1(C2=CC=CC=C2)C(=O)CC(=O)NC3=C1C=C(Cl)C=C3","-","-","118","N-Desmethylclobazam","A3560","16426064","294","3","0.0","Log unit","0.0","ln unit","","Train","","","","",""
"[Ne]","-","-","119","Neon","A3560","16426064","294","3","0.2","Log unit","0.4605","ln unit","","Test","","","","",""
"C12=C(C(C)=CC=N1)NC(=O)C3=C(N2C4CC4)N=CC=C3","-","-","120","Nevirapine","A3560","16426064","294","3","0.0","Log unit","0.0","ln unit","","Test","","","","",""
"N#N","-","-","121","Nitrogen","A3560","16426064","294","3","0.03","Log unit","0.06908","ln unit","","Train","","","","",""
"N#NO","-","-","122","Nitrous Oxide","A3560","16426064","294","3","0.03","Log unit","0.06908","ln unit","","Test","","","","",""
"N1(C2=C(SC3=C1C=CC=C3)C=CC(=C2)Cl)CCCNC","-","-","123","Nor-1-chlorpromazine","A3560","16426064","294","3","1.37","Log unit","3.155","ln unit","","Train","","","","",""
"ClC1=CC=C2SC=3C=CC=CC3N(CCCN)C2=C1","-","-","124","Nor-2-chlorpromazine","A3560","16426064","294","3","0.97","Log unit","2.234","ln unit","","Train","","","","",""
"CSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCC4CCCNC4","-","-","125","Northioridazine","A3560","16426064","294","3","0.75","Log unit","1.727","ln unit","","Train","","","","",""
"C(C=1C=C(OC)C(OC)=CC1)(C#N)(C(C)C)CCCNCCC=2C=C(OC)C(OC)=CC2","-","-","126","Norverapamil","A3560","16426064","294","3","-0.64","Log unit","-1.474","ln unit","","Test","","","","",""
"N1=C(C=2C=CC=CC2)C3=C(C=CC(Cl)=C3)NC(=O)C1O","-","-","127","Oxazepam","A3560","16426064","294","3","0.61","Log unit","1.405","ln unit","","Train","","","","",""
"CC=1C(C)=CC=CC1","-","-","128","o-Xylene","A3560","16426064","294","3","0.366","Log unit","0.8427","ln unit","","Train","","","","",""
"N1(C)C=NC=2NC(=O)N(C)C(=O)C12","-","-","129","Paraxanthine","A3560","16426064","294","3","0.06","Log unit","0.1382","ln unit","","Train","","","","",""
"CCCCC","-","-","130","Pentane","A3560","16426064","294","3","0.76","Log unit","1.75","ln unit","","Train","","","","",""
"C1(=O)C(C(C)CCC)(CC)C(=O)NC(=O)N1","-","-","131","pentobarbital","A3560","16426064","294","3","0.12","Log unit","0.2763","ln unit","","Train","","","","",""
"C1=2C3=C(C4C(N(CCC)CC(CSC)C4)C1)C=CC=C3NC2","-","-","132","Pergolide","A3560","16426064","294","3","0.3","Log unit","0.6908","ln unit","","Train","","","","",""
"C1(N2CCCCC2)(C=3C=CC=CC3)CCCCC1","-","-","133","phencyclidine","A3560","16426064","294","3","0.68","Log unit","1.566","ln unit","","Test","","","","",""
